epoch,loss,mae,val_loss,val_mae
40,1.8244280815124512,1.8244280815124512,1.6155956983566284,1.6155956983566284
41,1.8225998878479004,1.8225998878479004,1.6163562536239624,1.6163562536239624
42,1.8217331171035767,1.8217331171035767,1.6190396547317505,1.6190396547317505
43,1.8207454681396484,1.8207454681396484,1.6136987209320068,1.6136987209320068
44,1.8187129497528076,1.8187129497528076,1.611325979232788,1.611325979232788
45,1.8179543018341064,1.8179543018341064,1.6102973222732544,1.6102973222732544
46,1.816789150238037,1.816789150238037,1.608381748199463,1.608381748199463
47,1.8153126239776611,1.8153126239776611,1.608736276626587,1.608736276626587
48,1.8145859241485596,1.8145859241485596,1.6062318086624146,1.6062318086624146
49,1.8134052753448486,1.8134052753448486,1.605191946029663,1.605191946029663
50,1.8117434978485107,1.8117434978485107,1.604382038116455,1.604382038116455
51,1.8117506504058838,1.8117506504058838,1.6032143831253052,1.6032143831253052
52,1.81008780002594,1.81008780002594,1.6024901866912842,1.6024901866912842
53,1.808502197265625,1.808502197265625,1.6010628938674927,1.6010628938674927
54,1.807782769203186,1.807782769203186,1.6000040769577026,1.6000040769577026
55,1.8061857223510742,1.8061857223510742,1.598771095275879,1.598771095275879
56,1.8053758144378662,1.8053758144378662,1.6004899740219116,1.6004899740219116
57,1.8040740489959717,1.8040740489959717,1.5974801778793335,1.5974801778793335
58,1.803037405014038,1.803037405014038,1.5980583429336548,1.5980583429336548
59,1.8023650646209717,1.8023650646209717,1.596481204032898,1.596481204032898
60,1.801086187362671,1.801086187362671,1.5946736335754395,1.5946736335754395
61,1.8005372285842896,1.8005372285842896,1.5948121547698975,1.5948121547698975
62,1.7996578216552734,1.7996578216552734,1.5941238403320312,1.5941238403320312
63,1.798923134803772,1.798923134803772,1.5945626497268677,1.5945626497268677
64,1.7979003190994263,1.7979003190994263,1.5947402715682983,1.5947402715682983
65,1.797304630279541,1.797304630279541,1.5922870635986328,1.5922870635986328
66,1.7962197065353394,1.7962197065353394,1.5925076007843018,1.5925076007843018
67,1.7954275608062744,1.7954275608062744,1.5910067558288574,1.5910067558288574
68,1.7947216033935547,1.7947216033935547,1.591393232345581,1.591393232345581
69,1.794073462486267,1.794073462486267,1.590052843093872,1.590052843093872
70,1.7939203977584839,1.7939203977584839,1.5900897979736328,1.5900897979736328
71,1.7927868366241455,1.7927868366241455,1.5905990600585938,1.5905990600585938
72,1.7929065227508545,1.7929065227508545,1.5898683071136475,1.5898683071136475
73,1.791397213935852,1.791397213935852,1.5895055532455444,1.5895055532455444
74,1.7912126779556274,1.7912126779556274,1.5896556377410889,1.5896556377410889
75,1.7913330793380737,1.7913330793380737,1.590662956237793,1.590662956237793
76,1.7906134128570557,1.7906134128570557,1.5904979705810547,1.5904979705810547
77,1.7900962829589844,1.7900962829589844,1.587932825088501,1.587932825088501
78,1.7896513938903809,1.7896513938903809,1.5907514095306396,1.5907514095306396
79,1.7891335487365723,1.7891335487365723,1.586887240409851,1.586887240409851
80,1.7886989116668701,1.7886989116668701,1.5890754461288452,1.5890754461288452
81,1.788867712020874,1.788867712020874,1.5896052122116089,1.5896052122116089
82,1.787994623184204,1.787994623184204,1.5867820978164673,1.5867820978164673
83,1.7876733541488647,1.7876733541488647,1.5862681865692139,1.5862681865692139
84,1.7877485752105713,1.7877485752105713,1.5876535177230835,1.5876535177230835
85,1.7872666120529175,1.7872666120529175,1.5867607593536377,1.5867607593536377
86,1.7874490022659302,1.7874490022659302,1.5863410234451294,1.5863410234451294
87,1.7869685888290405,1.7869685888290405,1.5855348110198975,1.5855348110198975
88,1.786268711090088,1.786268711090088,1.5869698524475098,1.5869698524475098
89,1.7859976291656494,1.7859976291656494,1.5849618911743164,1.5849618911743164
90,1.7867003679275513,1.7867003679275513,1.5849316120147705,1.5849316120147705
91,1.785814642906189,1.785814642906189,1.585284948348999,1.585284948348999
92,1.785546064376831,1.785546064376831,1.5846853256225586,1.5846853256225586
93,1.7852944135665894,1.7852944135665894,1.5844312906265259,1.5844312906265259
94,1.7852392196655273,1.7852392196655273,1.5851539373397827,1.5851539373397827
95,1.7854963541030884,1.7854963541030884,1.585279107093811,1.585279107093811
96,1.7850713729858398,1.7850713729858398,1.5852856636047363,1.5852856636047363
97,1.7847315073013306,1.7847315073013306,1.5841352939605713,1.5841352939605713
98,1.784101128578186,1.784101128578186,1.5863410234451294,1.5863410234451294
99,1.7841732501983643,1.7841732501983643,1.5836832523345947,1.5836832523345947
100,1.7841753959655762,1.7841753959655762,1.5832656621932983,1.5832656621932983
101,1.784313678741455,1.784313678741455,1.5849695205688477,1.5849695205688477
102,1.783793330192566,1.783793330192566,1.5829195976257324,1.5829195976257324
103,1.7838916778564453,1.7838916778564453,1.5828050374984741,1.5828050374984741
104,1.783454179763794,1.783454179763794,1.5855159759521484,1.5855159759521484
105,1.782858967781067,1.782858967781067,1.5832031965255737,1.5832031965255737
106,1.7831977605819702,1.7831977605819702,1.5825755596160889,1.5825755596160889
107,1.783170461654663,1.783170461654663,1.5823708772659302,1.5823708772659302
108,1.7833284139633179,1.7833284139633179,1.5820376873016357,1.5820376873016357
109,1.782690405845642,1.782690405845642,1.5821090936660767,1.5821090936660767
110,1.7839351892471313,1.7839351892471313,1.5845303535461426,1.5845303535461426
111,1.7833081483840942,1.7833081483840942,1.5819023847579956,1.5819023847579956
112,1.7824294567108154,1.7824294567108154,1.5821151733398438,1.5821151733398438
113,1.7821847200393677,1.7821847200393677,1.5818835496902466,1.5818835496902466
114,1.7817296981811523,1.7817296981811523,1.581486463546753,1.581486463546753
115,1.7823901176452637,1.7823901176452637,1.5824528932571411,1.5824528932571411
116,1.7811479568481445,1.7811479568481445,1.5853064060211182,1.5853064060211182
117,1.7813855409622192,1.7813855409622192,1.5811189413070679,1.5811189413070679
118,1.7810922861099243,1.7810922861099243,1.5814846754074097,1.5814846754074097
119,1.7815663814544678,1.7815663814544678,1.5809074640274048,1.5809074640274048
120,1.7809884548187256,1.7809884548187256,1.5806148052215576,1.5806148052215576
121,1.7809442281723022,1.7809442281723022,1.5808342695236206,1.5808342695236206
122,1.781091332435608,1.781091332435608,1.5822241306304932,1.5822241306304932
123,1.7809675931930542,1.7809675931930542,1.580237627029419,1.580237627029419
124,1.7803701162338257,1.7803701162338257,1.5817387104034424,1.5817387104034424
125,1.7809098958969116,1.7809098958969116,1.5806385278701782,1.5806385278701782
126,1.7809215784072876,1.7809215784072876,1.580869197845459,1.580869197845459
127,1.7812201976776123,1.7812201976776123,1.5813013315200806,1.5813013315200806
128,1.779972791671753,1.779972791671753,1.5804167985916138,1.5804167985916138
129,1.7803107500076294,1.7803107500076294,1.5796908140182495,1.5796908140182495
130,1.780305027961731,1.780305027961731,1.5797762870788574,1.5797762870788574
131,1.7802826166152954,1.7802826166152954,1.5813432931900024,1.5813432931900024
132,1.7801470756530762,1.7801470756530762,1.5814564228057861,1.5814564228057861
133,1.7801271677017212,1.7801271677017212,1.58160400390625,1.58160400390625
134,1.7796480655670166,1.7796480655670166,1.5798348188400269,1.5798348188400269
135,1.779629111289978,1.779629111289978,1.579850673675537,1.579850673675537
136,1.7797404527664185,1.7797404527664185,1.5792049169540405,1.5792049169540405
137,1.7793943881988525,1.7793943881988525,1.578765869140625,1.578765869140625
138,1.7794231176376343,1.7794231176376343,1.5787311792373657,1.5787311792373657
139,1.7788622379302979,1.7788622379302979,1.5796377658843994,1.5796377658843994
140,1.7792162895202637,1.7792162895202637,1.5789189338684082,1.5789189338684082
141,1.7790005207061768,1.7790005207061768,1.579710602760315,1.579710602760315
142,1.7794262170791626,1.7794262170791626,1.578523874282837,1.578523874282837
143,1.7795183658599854,1.7795183658599854,1.5784404277801514,1.5784404277801514
144,1.778673529624939,1.778673529624939,1.5789936780929565,1.5789936780929565
145,1.7780430316925049,1.7780430316925049,1.579596757888794,1.579596757888794
146,1.7789338827133179,1.7789338827133179,1.578404188156128,1.578404188156128
147,1.7783761024475098,1.7783761024475098,1.5782878398895264,1.5782878398895264
148,1.7785924673080444,1.7785924673080444,1.578849196434021,1.578849196434021
149,1.778154969215393,1.778154969215393,1.578050971031189,1.578050971031189
150,1.778730869293213,1.778730869293213,1.5779809951782227,1.5779809951782227
151,1.7780346870422363,1.7780346870422363,1.5779674053192139,1.5779674053192139
152,1.7778249979019165,1.7778249979019165,1.577862024307251,1.577862024307251
153,1.778254508972168,1.778254508972168,1.5776596069335938,1.5776596069335938
154,1.777355432510376,1.777355432510376,1.5773417949676514,1.5773417949676514
155,1.7790230512619019,1.7790230512619019,1.577593207359314,1.577593207359314
156,1.7773308753967285,1.7773308753967285,1.5775175094604492,1.5775175094604492
157,1.7780598402023315,1.7780598402023315,1.5773844718933105,1.5773844718933105
158,1.777368187904358,1.777368187904358,1.5770983695983887,1.5770983695983887
159,1.777819037437439,1.777819037437439,1.577481985092163,1.577481985092163
160,1.7771345376968384,1.7771345376968384,1.5771948099136353,1.5771948099136353
161,1.777618169784546,1.777618169784546,1.5803636312484741,1.5803636312484741
162,1.7777366638183594,1.7777366638183594,1.5779048204421997,1.5779048204421997
163,1.7773250341415405,1.7773250341415405,1.5771386623382568,1.5771386623382568
164,1.7772207260131836,1.7772207260131836,1.5771656036376953,1.5771656036376953
165,1.7765763998031616,1.7765763998031616,1.576379418373108,1.576379418373108
166,1.7762781381607056,1.7762781381607056,1.5768980979919434,1.5768980979919434
167,1.7769287824630737,1.7769287824630737,1.5776011943817139,1.5776011943817139
168,1.7768073081970215,1.7768073081970215,1.5769882202148438,1.5769882202148438
169,1.7761473655700684,1.7761473655700684,1.576429009437561,1.576429009437561
170,1.7758620977401733,1.7758620977401733,1.5793501138687134,1.5793501138687134
171,1.7764678001403809,1.7764678001403809,1.5761089324951172,1.5761089324951172
172,1.7761790752410889,1.7761790752410889,1.5760196447372437,1.5760196447372437
173,1.7762986421585083,1.7762986421585083,1.5758503675460815,1.5758503675460815
174,1.776062250137329,1.776062250137329,1.5758239030838013,1.5758239030838013
175,1.7755743265151978,1.7755743265151978,1.5763591527938843,1.5763591527938843
176,1.7761292457580566,1.7761292457580566,1.57619309425354,1.57619309425354
177,1.7757588624954224,1.7757588624954224,1.5792595148086548,1.5792595148086548
178,1.7754946947097778,1.7754946947097778,1.5756083726882935,1.5756083726882935
179,1.7753101587295532,1.7753101587295532,1.5752942562103271,1.5752942562103271
180,1.7753779888153076,1.7753779888153076,1.577111840248108,1.577111840248108
181,1.7750805616378784,1.7750805616378784,1.5759670734405518,1.5759670734405518
182,1.7751423120498657,1.7751423120498657,1.5758118629455566,1.5758118629455566
183,1.7749817371368408,1.7749817371368408,1.5754845142364502,1.5754845142364502
184,1.7757744789123535,1.7757744789123535,1.5756313800811768,1.5756313800811768
185,1.774635910987854,1.774635910987854,1.5750960111618042,1.5750960111618042
186,1.7745132446289062,1.7745132446289062,1.5762920379638672,1.5762920379638672
187,1.7749347686767578,1.7749347686767578,1.5759915113449097,1.5759915113449097
188,1.7746540307998657,1.7746540307998657,1.5749309062957764,1.5749309062957764
189,1.7749688625335693,1.7749688625335693,1.5748710632324219,1.5748710632324219
190,1.775136113166809,1.775136113166809,1.5749361515045166,1.5749361515045166
191,1.7741689682006836,1.7741689682006836,1.5757349729537964,1.5757349729537964
192,1.7739075422286987,1.7739075422286987,1.5747325420379639,1.5747325420379639
193,1.7741150856018066,1.7741150856018066,1.5744421482086182,1.5744421482086182
194,1.7741570472717285,1.7741570472717285,1.5751402378082275,1.5751402378082275
195,1.7735720872879028,1.7735720872879028,1.5751384496688843,1.5751384496688843
196,1.7735425233840942,1.7735425233840942,1.5755964517593384,1.5755964517593384
197,1.7741048336029053,1.7741048336029053,1.5747555494308472,1.5747555494308472
198,1.7738481760025024,1.7738481760025024,1.575258493423462,1.575258493423462
199,1.774134874343872,1.774134874343872,1.5744904279708862,1.5744904279708862
200,1.77393639087677,1.77393639087677,1.5744307041168213,1.5744307041168213
201,1.7730439901351929,1.7730439901351929,1.5765023231506348,1.5765023231506348
202,1.7729510068893433,1.7729510068893433,1.5743310451507568,1.5743310451507568
203,1.7727643251419067,1.7727643251419067,1.5743083953857422,1.5743083953857422
204,1.773209571838379,1.773209571838379,1.5741287469863892,1.5741287469863892
205,1.7728649377822876,1.7728649377822876,1.5741991996765137,1.5741991996765137
206,1.7724964618682861,1.7724964618682861,1.5755040645599365,1.5755040645599365
207,1.7727720737457275,1.7727720737457275,1.5746634006500244,1.5746634006500244
208,1.7732535600662231,1.7732535600662231,1.5740816593170166,1.5740816593170166
209,1.7723519802093506,1.7723519802093506,1.5741145610809326,1.5741145610809326
210,1.773066520690918,1.773066520690918,1.5746463537216187,1.5746463537216187
211,1.7726082801818848,1.7726082801818848,1.5741597414016724,1.5741597414016724
212,1.7720147371292114,1.7720147371292114,1.5737031698226929,1.5737031698226929
213,1.7722702026367188,1.7722702026367188,1.5741883516311646,1.5741883516311646
214,1.7719814777374268,1.7719814777374268,1.573440432548523,1.573440432548523
215,1.7719894647598267,1.7719894647598267,1.5741872787475586,1.5741872787475586
216,1.7714097499847412,1.7714097499847412,1.5742707252502441,1.5742707252502441
217,1.7719072103500366,1.7719072103500366,1.5730818510055542,1.5730818510055542
218,1.7718620300292969,1.7718620300292969,1.5745842456817627,1.5745842456817627
219,1.7714885473251343,1.7714885473251343,1.5746684074401855,1.5746684074401855
220,1.7717883586883545,1.7717883586883545,1.5734350681304932,1.5734350681304932
221,1.771176815032959,1.771176815032959,1.575014352798462,1.575014352798462
222,1.7711505889892578,1.7711505889892578,1.5740455389022827,1.5740455389022827
223,1.7711535692214966,1.7711535692214966,1.57278573513031,1.57278573513031
224,1.7710047960281372,1.7710047960281372,1.5729023218154907,1.5729023218154907
225,1.770440936088562,1.770440936088562,1.5738390684127808,1.5738390684127808
226,1.7711634635925293,1.7711634635925293,1.5728510618209839,1.5728510618209839
227,1.7704881429672241,1.7704881429672241,1.5721553564071655,1.5721553564071655
228,1.7702374458312988,1.7702374458312988,1.5726879835128784,1.5726879835128784
229,1.7703429460525513,1.7703429460525513,1.5720040798187256,1.5720040798187256
230,1.770133376121521,1.770133376121521,1.572307825088501,1.572307825088501
231,1.7700284719467163,1.7700284719467163,1.5724050998687744,1.5724050998687744
232,1.7698239088058472,1.7698239088058472,1.5726228952407837,1.5726228952407837
233,1.7703971862792969,1.7703971862792969,1.5719228982925415,1.5719228982925415
234,1.7696831226348877,1.7696831226348877,1.5719112157821655,1.5719112157821655
235,1.7698715925216675,1.7698715925216675,1.5732076168060303,1.5732076168060303
236,1.7699034214019775,1.7699034214019775,1.5720592737197876,1.5720592737197876
237,1.7695422172546387,1.7695422172546387,1.5717823505401611,1.5717823505401611
238,1.7693461179733276,1.7693461179733276,1.5723674297332764,1.5723674297332764
239,1.7703462839126587,1.7703462839126587,1.5721226930618286,1.5721226930618286
240,1.7699391841888428,1.7699391841888428,1.571803331375122,1.571803331375122
241,1.7691946029663086,1.7691946029663086,1.5716979503631592,1.5716979503631592
242,1.7691311836242676,1.7691311836242676,1.5727721452713013,1.5727721452713013
243,1.7690232992172241,1.7690232992172241,1.5711767673492432,1.5711767673492432
244,1.7690861225128174,1.7690861225128174,1.5719023942947388,1.5719023942947388
245,1.7688508033752441,1.7688508033752441,1.5714998245239258,1.5714998245239258
246,1.768419861793518,1.768419861793518,1.5709880590438843,1.5709880590438843
247,1.7693525552749634,1.7693525552749634,1.570934534072876,1.570934534072876
248,1.768508791923523,1.768508791923523,1.571032166481018,1.571032166481018
249,1.7682321071624756,1.7682321071624756,1.571712613105774,1.571712613105774
250,1.7681682109832764,1.7681682109832764,1.571205735206604,1.571205735206604
251,1.7680412530899048,1.7680412530899048,1.5724003314971924,1.5724003314971924
252,1.7682406902313232,1.7682406902313232,1.5718029737472534,1.5718029737472534
253,1.7679413557052612,1.7679413557052612,1.5710859298706055,1.5710859298706055
254,1.7692066431045532,1.7692066431045532,1.5747437477111816,1.5747437477111816
255,1.7677900791168213,1.7677900791168213,1.570494294166565,1.570494294166565
256,1.768243432044983,1.768243432044983,1.5712862014770508,1.5712862014770508
257,1.7674131393432617,1.7674131393432617,1.571982741355896,1.571982741355896
258,1.767473816871643,1.767473816871643,1.570227861404419,1.570227861404419
259,1.767053246498108,1.767053246498108,1.5707064867019653,1.5707064867019653
260,1.7676773071289062,1.7676773071289062,1.571457862854004,1.571457862854004
261,1.766676902770996,1.766676902770996,1.570698618888855,1.570698618888855
262,1.7669280767440796,1.7669280767440796,1.5704303979873657,1.5704303979873657
263,1.7675880193710327,1.7675880193710327,1.5708028078079224,1.5708028078079224
264,1.7675215005874634,1.7675215005874634,1.5697888135910034,1.5697888135910034
265,1.7667664289474487,1.7667664289474487,1.5701749324798584,1.5701749324798584
266,1.7662960290908813,1.7662960290908813,1.5712800025939941,1.5712800025939941
267,1.7668782472610474,1.7668782472610474,1.56975257396698,1.56975257396698
268,1.7666438817977905,1.7666438817977905,1.5711227655410767,1.5711227655410767
269,1.7663806676864624,1.7663806676864624,1.5706855058670044,1.5706855058670044
270,1.765793800354004,1.765793800354004,1.5712000131607056,1.5712000131607056
271,1.7658876180648804,1.7658876180648804,1.5700269937515259,1.5700269937515259
272,1.7660671472549438,1.7660671472549438,1.5699055194854736,1.5699055194854736
273,1.766007423400879,1.766007423400879,1.5715327262878418,1.5715327262878418
274,1.7663549184799194,1.7663549184799194,1.5700973272323608,1.5700973272323608
275,1.7654142379760742,1.7654142379760742,1.5706088542938232,1.5706088542938232
276,1.7651948928833008,1.7651948928833008,1.5697904825210571,1.5697904825210571
277,1.7655800580978394,1.7655800580978394,1.5690926313400269,1.5690926313400269
278,1.7660657167434692,1.7660657167434692,1.5700281858444214,1.5700281858444214
279,1.7653216123580933,1.7653216123580933,1.5693188905715942,1.5693188905715942
280,1.765753984451294,1.765753984451294,1.56894052028656,1.56894052028656
281,1.7649850845336914,1.7649850845336914,1.5688484907150269,1.5688484907150269
282,1.7646024227142334,1.7646024227142334,1.5691267251968384,1.5691267251968384
283,1.7650941610336304,1.7650941610336304,1.5694918632507324,1.5694918632507324
284,1.764471173286438,1.764471173286438,1.5699931383132935,1.5699931383132935
285,1.7644466161727905,1.7644466161727905,1.5686477422714233,1.5686477422714233
286,1.7651698589324951,1.7651698589324951,1.5698775053024292,1.5698775053024292
287,1.765307068824768,1.765307068824768,1.569576382637024,1.569576382637024
288,1.764305830001831,1.764305830001831,1.5687767267227173,1.5687767267227173
289,1.7638128995895386,1.7638128995895386,1.5709595680236816,1.5709595680236816
290,1.764006495475769,1.764006495475769,1.5695405006408691,1.5695405006408691
291,1.7642546892166138,1.7642546892166138,1.568498134613037,1.568498134613037
292,1.7642221450805664,1.7642221450805664,1.5687551498413086,1.5687551498413086
293,1.7637476921081543,1.7637476921081543,1.5695850849151611,1.5695850849151611
294,1.7638421058654785,1.7638421058654785,1.568081021308899,1.568081021308899
295,1.7638375759124756,1.7638375759124756,1.5679712295532227,1.5679712295532227
296,1.7632968425750732,1.7632968425750732,1.5678836107254028,1.5678836107254028
297,1.7630605697631836,1.7630605697631836,1.5694841146469116,1.5694841146469116
298,1.7634016275405884,1.7634016275405884,1.5688673257827759,1.5688673257827759
299,1.7636533975601196,1.7636533975601196,1.5679187774658203,1.5679187774658203
300,1.7627850770950317,1.7627850770950317,1.5678709745407104,1.5678709745407104
301,1.7627769708633423,1.7627769708633423,1.567822813987732,1.567822813987732
302,1.7634189128875732,1.7634189128875732,1.567358374595642,1.567358374595642
303,1.7631218433380127,1.7631218433380127,1.5675021409988403,1.5675021409988403
304,1.7625657320022583,1.7625657320022583,1.5672221183776855,1.5672221183776855
305,1.762230396270752,1.762230396270752,1.5671073198318481,1.5671073198318481
306,1.7624354362487793,1.7624354362487793,1.5682382583618164,1.5682382583618164
307,1.7622849941253662,1.7622849941253662,1.5670521259307861,1.5670521259307861
308,1.7623534202575684,1.7623534202575684,1.5680241584777832,1.5680241584777832
309,1.7621080875396729,1.7621080875396729,1.567119836807251,1.567119836807251
310,1.7615398168563843,1.7615398168563843,1.569469690322876,1.569469690322876
311,1.7620961666107178,1.7620961666107178,1.5671577453613281,1.5671577453613281
312,1.762297511100769,1.762297511100769,1.5676254034042358,1.5676254034042358
313,1.761430263519287,1.761430263519287,1.567958950996399,1.567958950996399
314,1.761987328529358,1.761987328529358,1.5666377544403076,1.5666377544403076
315,1.7615671157836914,1.7615671157836914,1.5673682689666748,1.5673682689666748
316,1.761051058769226,1.761051058769226,1.5663981437683105,1.5663981437683105
317,1.7612043619155884,1.7612043619155884,1.5666539669036865,1.5666539669036865
318,1.7614004611968994,1.7614004611968994,1.566628098487854,1.566628098487854
319,1.761461853981018,1.761461853981018,1.5665168762207031,1.5665168762207031
320,1.7611839771270752,1.7611839771270752,1.5669441223144531,1.5669441223144531
321,1.7607773542404175,1.7607773542404175,1.5662059783935547,1.5662059783935547
322,1.7607297897338867,1.7607297897338867,1.5672956705093384,1.5672956705093384
323,1.7611243724822998,1.7611243724822998,1.5673123598098755,1.5673123598098755
324,1.76041579246521,1.76041579246521,1.5666208267211914,1.5666208267211914
325,1.7606555223464966,1.7606555223464966,1.5663819313049316,1.5663819313049316
326,1.7606455087661743,1.7606455087661743,1.5659061670303345,1.5659061670303345
327,1.7603548765182495,1.7603548765182495,1.5665174722671509,1.5665174722671509
328,1.7606829404830933,1.7606829404830933,1.566327452659607,1.566327452659607
329,1.760115385055542,1.760115385055542,1.5673267841339111,1.5673267841339111
330,1.7600017786026,1.7600017786026,1.56552255153656,1.56552255153656
331,1.759863018989563,1.759863018989563,1.5672106742858887,1.5672106742858887
332,1.7597357034683228,1.7597357034683228,1.5664823055267334,1.5664823055267334
333,1.7603429555892944,1.7603429555892944,1.566920518875122,1.566920518875122
334,1.7596073150634766,1.7596073150634766,1.5651216506958008,1.5651216506958008
335,1.759477972984314,1.759477972984314,1.5663851499557495,1.5663851499557495
336,1.759275197982788,1.759275197982788,1.568170189857483,1.568170189857483
337,1.759394645690918,1.759394645690918,1.5650635957717896,1.5650635957717896
338,1.7591713666915894,1.7591713666915894,1.5648926496505737,1.5648926496505737
339,1.7590231895446777,1.7590231895446777,1.5660510063171387,1.5660510063171387
340,1.759041428565979,1.759041428565979,1.5652536153793335,1.5652536153793335
341,1.7591701745986938,1.7591701745986938,1.5656946897506714,1.5656946897506714
342,1.7588573694229126,1.7588573694229126,1.565708875656128,1.565708875656128
343,1.7593823671340942,1.7593823671340942,1.5654940605163574,1.5654940605163574
344,1.758445143699646,1.758445143699646,1.5648332834243774,1.5648332834243774
345,1.7584635019302368,1.7584635019302368,1.5643830299377441,1.5643830299377441
346,1.7579854726791382,1.7579854726791382,1.5647881031036377,1.5647881031036377
347,1.7582910060882568,1.7582910060882568,1.5646761655807495,1.5646761655807495
348,1.7587214708328247,1.7587214708328247,1.5647294521331787,1.5647294521331787
349,1.7576013803482056,1.7576013803482056,1.564315676689148,1.564315676689148
350,1.7580448389053345,1.7580448389053345,1.5667011737823486,1.5667011737823486
351,1.7575199604034424,1.7575199604034424,1.5644629001617432,1.5644629001617432
352,1.7573949098587036,1.7573949098587036,1.5644844770431519,1.5644844770431519
353,1.757519006729126,1.757519006729126,1.5640758275985718,1.5640758275985718
354,1.7571167945861816,1.7571167945861816,1.5635895729064941,1.5635895729064941
355,1.7580208778381348,1.7580208778381348,1.5638670921325684,1.5638670921325684
356,1.7568445205688477,1.7568445205688477,1.5647268295288086,1.5647268295288086
357,1.756832242012024,1.756832242012024,1.566499948501587,1.566499948501587
358,1.7569248676300049,1.7569248676300049,1.5642774105072021,1.5642774105072021
359,1.756754755973816,1.756754755973816,1.5639123916625977,1.5639123916625977
360,1.7571419477462769,1.7571419477462769,1.5641919374465942,1.5641919374465942
361,1.7569550275802612,1.7569550275802612,1.5637458562850952,1.5637458562850952
362,1.7565125226974487,1.7565125226974487,1.5642329454421997,1.5642329454421997
363,1.756209135055542,1.756209135055542,1.5639547109603882,1.5639547109603882
364,1.7564849853515625,1.7564849853515625,1.5636355876922607,1.5636355876922607
365,1.7559067010879517,1.7559067010879517,1.5628937482833862,1.5628937482833862
366,1.7560763359069824,1.7560763359069824,1.5641950368881226,1.5641950368881226
367,1.7563737630844116,1.7563737630844116,1.5638353824615479,1.5638353824615479
368,1.756247878074646,1.756247878074646,1.5662615299224854,1.5662615299224854
369,1.7557531595230103,1.7557531595230103,1.5634089708328247,1.5634089708328247
370,1.7566196918487549,1.7566196918487549,1.5638418197631836,1.5638418197631836
371,1.755513310432434,1.755513310432434,1.5635274648666382,1.5635274648666382
372,1.7551448345184326,1.7551448345184326,1.5634822845458984,1.5634822845458984
373,1.7564700841903687,1.7564700841903687,1.562554121017456,1.562554121017456
374,1.755297303199768,1.755297303199768,1.5621259212493896,1.5621259212493896
375,1.7548309564590454,1.7548309564590454,1.56322181224823,1.56322181224823
